pmid	doi	year	oa	pmcid	title
38985757	10.1073/pnas.2312080121	2024	Y	PMC11260092	The West Nile virus genome harbors essential riboregulatory elements with conserved and host-specific functional roles.
40194650	10.1016/j.expneurol.2025.115239	2025	N		Involvement of the basolateral amygdaloid nucleus anterior part 5-HT&lt;sub&gt;7&lt;/sub&gt; receptors in the regulation of anxiet
38321848	10.1080/17460441.2024.2313455	2024	N		Recent applications of artificial intelligence in RNA-targeted small molecule drug discovery.
39178862	10.1016/j.molcel.2024.07.034	2024	N		Rho-dependent transcriptional switches regulate the bacterial response to cold shock.
38847802	10.7554/elife.90948	2024	Y	PMC11161173	Enhancing CRISPR prime editing by reducing misfolded pegRNA interactions.
38552946	10.1016/j.jmb.2024.168552	2024	N	PMC11377173	RNA3DB: A structurally-dissimilar dataset split for training and benchmarking deep learning models for RNA structure prediction.
40688093	10.3389/fimmu.2025.1591123	2025	Y	PMC12271198	Integrative single-cell and spatial transcriptomics uncover ELK4-mediated mechanisms in &lt;i&gt;NDUFAB1&lt;/i&gt;+ tumor cells dr
39912332	10.1242/bio.061677	2025	Y	PMC11957448	A CRISPR mis-insertion in the Zic3 5'UTR inhibits in vivo translation and is predicted to result in formation of an mRNA stem-loop
36752040	10.1093/bfgp/elac050	2024	N	PMC10799312	Experimental and computational methods for studying the dynamics of RNA-RNA interactions in SARS-COV2 genomes.
38217664	10.1007/978-1-0716-3565-0_20	2024	N		sRNA Structural Modeling Based on NMR Data.
40340725	10.1186/s12864-025-11636-4	2025	Y	PMC12063418	Isoform-resolution single-cell RNA sequencing reveals the transcriptional panorama of adult Baoshan pig testis cells.
38468856	10.3389/fmicb.2024.1362067	2024	Y	PMC10926079	Probing RNA structural landscapes across <i>Candida</i> yeast genomes.
38534141	10.1097/qai.0000000000003426	2024	N		The Association of Intraocular Efavirenz Concentrations and HIV-1 Viral Load Among Persons With HIV.
		2025	N		A novel gene signature for predicting outcome in colorectal cancer patients based on tumor cell-endothelial cell interaction via s
38383158	10.1261/rna.079796.123	2024	Y	PMC11098461	High-resolution RNA tertiary structures in Zika virus stem-loop A for the development of inhibitory small molecules.
38164607	10.1261/rna.079768.123	2024	Y	PMC10870377	Diversity and modularity of tyrosine-accepting tRNA-like structures.
40425084	10.1016/j.jare.2025.05.050	2026	Y	PMC12957797	Fibrinogen exacerbates α-synuclein aggregation and mitochondrial dysfunction via alpha5beta3 integrin in Parkinson's disease.
38996066	10.1016/j.celrep.2024.114485	2024	N		A type III-Dv CRISPR-Cas system is controlled by the transcription factor RpaB and interacts with the DEAD-box RNA helicase CrhR.
38728644	10.3855/jidc.20136	2024	N		Complete Genome Sequencing, Annotation, and Mutational Profiling of the Novel Clade I Human Mpox Virus, Kamituga Strain.
39561852	10.1016/j.neuropharm.2024.110227	2025	N	PMC12641275	Effects of genetic knockdown of the serotonin transporter on established L-DOPA-induced dyskinesia and gene expression in hemipark
38759625	10.1016/j.molcel.2024.04.015	2024	N	PMC11505738	G-quadruplex folding in Xist RNA antagonizes PRC2 activity for stepwise regulation of X chromosome inactivation.
38787465	10.1007/s11033-024-09587-2	2024	N		Orexin B protects dopaminergic neurons from 1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine-induced neurotoxicity associated with red
39944338	10.1016/j.heliyon.2025.e42237	2025	Y	PMC11815678	A novel gene signature for predicting outcome in colorectal cancer patients based on tumor cell-endothelial cell interaction via s
38823001	10.1007/s12035-024-04261-x	2025	N		Mechanistic Evaluation of miRNAs and Their Targeted Genes in the Pathogenesis and Therapeutics of Parkinson's Disease.
38780739	10.1007/978-1-0716-3519-3_15	2024	N		The Multiscale Ernwin/SPQR RNA Structure Prediction Pipeline.
38397166	10.3390/genes15020176	2024	Y	PMC10887915	Research Progress of Group II Intron Splicing Factors in Land Plant Mitochondria.
38427602	10.1073/pnas.2320493121	2024	Y	PMC10927501	Tertiary folds of the SL5 RNA from the 5' proximal region of SARS-CoV-2 and related coronaviruses.
38399643	10.3390/microorganisms12020239	2024	Y	PMC10893285	Untranslated Regions of a Segmented Kindia Tick Virus Genome Are Highly Conserved and Contain Multiple Regulatory Elements for Vir
38762512	10.1038/s41531-024-00715-0	2024	Y	PMC11102563	Upregulated ECM genes and increased synaptic activity in Parkinson's human DA neurons with PINK1/ PRKN mutations.
38399981	10.3390/v16020205	2024	Y	PMC10893052	Translational Control of Alphavirus-Host Interactions: Implications in Viral Evolution, Tropism and Antiviral Response.
38385286	10.1161/atvbaha.123.320157	2024	N		TF-FVIIa PAR2-β-Arrestin Signaling Sustains Organ Dysfunction in Coxsackievirus B3 Infection of Mice.
38336293	10.1016/j.jbc.2024.105730	2024	Y	PMC10907184	Flipping the script: Understanding riboswitches from an alternative perspective.
37526295	10.1093/brain/awad260	2024	N		Aggregation and beyond: alpha-synuclein-based biomarkers in synucleinopathies.
39265574	10.1016/j.ajhg.2024.08.016	2024	N	PMC11480803	Alu insertion-mediated dsRNA structure formation with pre-existing Alu elements as a disease-causing mechanism.
38172128	10.1038/s41531-023-00620-y	2024	Y	PMC10764951	Transcriptomic profiling of early synucleinopathy in rats induced with preformed fibrils.
39218899	10.1186/s12974-024-03210-8	2024	Y	PMC11368013	Suppression of the JAK/STAT pathway inhibits neuroinflammation in the line 61-PFF mouse model of Parkinson's disease.
38750961	10.1016/j.neuint.2024.105766	2024	N		Lateral habenula 5-HT&lt;sub&gt;1B&lt;/sub&gt; receptors are involved in regulation of anxiety-like behaviors in parkinsonian rats
39317199	10.1016/j.molcel.2024.08.032	2024	N	PMC11490368	Alternative translation initiation produces synaptic organizer proteoforms with distinct localization and functions.
38096370	10.1182/blood.2023021149	2024	N	PMC10940062	Nucleic acid sensing promotes inflammatory monocyte migration through biased coagulation factor VIIa signaling.
39220810	10.1016/j.xops.2024.100539	2024	Y	PMC11365369	Liquid Biopsy for Proliferative Diabetic Retinopathy: Single-Cell Transcriptomics of Human Vitreous Reveals Inflammatory T-Cell Si
42362353	10.1261/rna.081029.126	2026	N		Optimized tRNA structure-seq reveals robust tRNA secondary structures in &lt;i&gt;S. cerevisiae&lt;/i&gt; under mild stress condit
41838652	10.3791/69945	2026	N	PMC13108907	Comparative RNA Structure Analysis of Nascent and Mature Transcripts in Saccharomyces cerevisiae.
42297378	10.1093/bib/bbag301	2026	Y	PMC13267909	VIRSE: a variational Bayesian framework for RNA structural ensemble inference.
41556477	10.1002/chem.202503291	2026	Y	PMC13037363	Recent Advances in Chemical Probing Strategies for RNA Structure Determination In Vivo.
41587814	10.1261/rna.080775.125	2026	Y	PMC13085925	Structure-informed mutagenesis identifies combinatorial contributions to mouse insulin receptor IRES function.
42190814	10.1016/j.jbc.2026.113194	2026	N		SARS-CoV-2 5'-UTR stem-loops activate the antiviral protein oligoadenylate synthetase 1 (OAS1).
42043259	10.3390/v18040470	2026	Y	PMC13120261	SHAPE-MaP-Based Assessment of the Structure of Citrus Tristeza Virus Long Non-Coding RNA.
42218558	10.1186/s13059-026-04115-w	2026	N		FIRST-seq: a nanopore-based cDNA sequencing platform for RNA modification and structure profiling.
42032065	10.1038/s41592-026-03069-y	2026	Y	PMC13167473	Direct RNA sequencing and signal alignment reveal RNA structure ensembles in a eukaryotic cell.
42019497	10.1016/j.molcel.2026.03.029	2026	N	PMC13120737	Multi-site DMS probing reveals higher-order structure of RNA-protein complexes in living cells.
42371794	10.1093/gpbjnl/qzag052	2026	N		NanoRAPID: A Deep Learning-based Framework for Single-molecule RNA Structure Analysis Using Nanopore Direct RNA Sequencing.
41610850	10.1016/j.cell.2025.12.030	2026	N	PMC12866964	Mechanistic insights into RNA chaperoning by Ro60 and La autoantigens.
42090037	10.1007/s00439-026-02830-9	2026	Y	PMC13149559	A novel splice site variant in DEGS1 leads to aberrant splicing and loss of DEGS1 enzyme activity, a VUS resolved.
41699688	10.1186/s12985-026-03105-5	2026	Y	PMC13011282	Identification and comparison of RNA structures in 5'- and 3'-terminal genomic regions across four coronavirus genera by SHAPE ana
42198746	10.3390/v18050543	2026	Y	PMC13211532	Decoding the Structural Complexity of Viral RNAs with SHAPE to Guide Antiviral Therapeutics.
42179229	10.1021/acschembio.6c00184	2026	Y	PMC13288477	Mapping the Structure and Conformational Landscape of the 10-23 DNAzyme.
42263953	10.1016/j.bbamcr.2026.120171	2026	N	PMC13287626	Folding the message: mRNA structure as a regulatory layer of human mitochondrial gene expression.
40914893	10.1094/phyto-05-25-0158-sc	2026	N		Nuclear Inclusion Protein b Interaction Sites &lt;sup&gt;3597&lt;/sup&gt;AUU and &lt;sup&gt;3607&lt;/sup&gt;GGCU Are Crucial to th
42293250	10.1016/j.omtn.2026.102968	2026	Y	PMC13264038	Rational design of hammerhead ribozymes as CD93 silencing tools for vascular diseases.
42367207	10.21769/bioprotoc.5453	2026	N		Enhancement of RNA Imaging Platforms by the Use of Peptide Nucleic Acid-Based Linkers.
42434558	10.3389/fmicb.2026.1771046	2026	N		The sRNA LhrC5 and Hfq post-transcriptionally regulate ferritin expression in &lt;i&gt;Listeria monocytogenes&lt;/i&gt;.
42207570	10.1099/jgv.0.002268	2026	Y	PMC13224872	The SL-I structural element of the 3' UTR region of West Nile virus participates in the regulation of viral translation.
42078568	10.1093/nargab/lqag044	2026	Y	PMC13129543	RNAStructuromeDB: a transcriptome-wide database of predicted RNA secondary structures with integrated APIs for functional annotati
42475938	10.1016/j.sbi.2026.103339	2026	N		Machine learning and language models for RNA structure prediction: Progress and perspectives.
41513406	10.1261/rna.080846.125	2026	Y	PMC12990807	Deep learning for RNA secondary structure determination: gauging generalizability and broadening the scope of traditional methods.
41633772	10.1261/rna.080638.125	2026	N	PMC13255729	Distribution and structural diversity of type IV internal ribosome entry sites.
41797146	10.1016/j.virol.2026.110846	2026	N		The influence of natural adaptation of the DCS-PK structure on the replication efficiency of Zika virus.
42296023	10.3791/70886	2026	N		Visualization and Quantification of Intermolecular RNA Base Pairing in in vitro RNA Clusters Using Split Broccoli RNA Reporters.
42464736	10.1093/nar/gkag672	2026	N		Characterizing RNA 3D structural features from DMS reactivity.
42367206	10.21769/bioprotoc.5575	2026	N		High-Resolution Mapping of RNA-RNA Interactions Across the HIV-1 Genome With HicapR.
41857008	10.1038/s41467-026-70097-9	2026	Y	PMC13002888	Systematic identification of variant-specific RNA structure-small molecule interactions exemplified by RNA G-quadruplexes.
42172341	10.1126/sciadv.aeb6806	2026	Y	PMC13196742	Unlocking translational control of specialized metabolism in plants through 5'UTR structure.
42391237	10.1371/journal.pone.0345208	2026	N		DMS-informed secondary structure modeling of Epstein-Barr Virus LMP-1 pre-mRNA defines novel elements spanning introns.
42458725	10.1002/wrna.70051	2026	N		Noncoding RNAs and the Architecture of Gene Regulation: Focus on Long and Small Regulatory RNAs.
42213787	10.1016/j.celrep.2026.117451	2026	N		Pnky lncRNA secondary structure maps identify functional regions that control neurogenesis in neural stem cells.
42386667	10.3760/cma.j.cn511374-20260107-00013	2026	N		[Advance in the application of molecular ruler-based RNA 3D dynamic analysis for the interpretation of variants of uncertain signi
42429625	10.1128/jvi.00898-26	2026	N		Comparative analysis of flavivirus sfRNA dynamics and secondary structure.
42387081	10.1007/s11427-026-3331-5	2026	N		RNA regulation in plants.
42278261	10.3390/ijms27114728	2026	Y	PMC13257266	Dissection of the EIAV Core Packaging Region Identifies SL2 Stem and SL2-SL3 Junction as Gag-Associated Packaging Determinants and
42439551	10.1128/jvi.00882-26	2026	N		GC content mismatch of transgene destabilizes RNA virus genomes.
41872304	10.1038/s42003-026-09819-0	2026	Y	PMC13172522	Cleavage region organizes the structural architecture of the SINE-derived B2 repressive ribozyme.
42320624	10.1016/j.jbc.2026.113264	2026	N		Intragenomic riboregulatory interaction modulates the conformation of the hepatitis C virus 3'X RNA.
42147808	10.1155/humu/6998123	2026	Y	PMC13179470	A Propionate Metabolism-Based Gene Signature Reveals Immunogenomic and Transcriptomic Determinants of Prognosis in Glioblastoma Th
42080500	10.1002/anie.1434064	2026	N		Structure-Encoded Oxidation Enables Nucleotide-Resolved RNA Editing, Conjugation, and Structural Probing.
42077024	10.1002/wrna.70042	2026	N		Structural and Functional Diversity of RNA-Containing Toxin-Antitoxin Systems.
41739924	10.1126/sciadv.adz4967	2026	Y	PMC12935039	Diverse database and machine learning model to narrow the generalization gap in RNA structure prediction.
41892217	10.3390/biology15060457	2026	Y	PMC13023823	R3J-AGNN: GNN-Based Prediction of Inter-Branch Angles in RNA Three-Way Junctions from Secondary Structure.
41687761	10.1016/j.jmb.2026.169701	2026	N	PMC13175443	Nucleotide-Resolution Mapping Reveals Specific MLE Binding Site on roX2 lncRNA.
42187125	10.1002/brv.70188	2026	N		RNA-centric world of retroviruses: unravelling the molecular strategies of genomic RNA packaging.
41819849	10.1080/15476286.2026.2644525	2026	Y	PMC12990946	Molecular insights into dynamic RNA quaternary assemblies.
41997718	10.1261/rna.080976.126	2026	N		Cancer-associated synonymous mutations reveal stress signal-dependent mRNA folding that selectively modulates protein function.
41966267	10.1016/j.jbc.2026.111441	2026	Y	PMC13191251	Alternative probe chemistries for single-molecule analysis of long noncoding RNA.
41787974	10.5009/gnl250363	2026	Y	PMC13180509	Identification of Poor Prognosis-Associated Fibroblast Subpopulation Signature Genes Utilizing the Scissor Algorithm to Classify C
41638583	10.1016/j.ygcen.2026.114899	2026	N		Multiplex in situ hybridization chain reaction reveals the spatial organization of six pituitary hormone mRNAs in the Japanese eel
41928005	10.1038/s44318-026-00769-1	2026	Y	PMC13187072	A leader-repeat hairpin blocks extraneous CRISPR RNA production in diverse CRISPR-Cas13 systems.
41174205	10.1007/978-1-0716-4670-0_12	2026	N		Unveiling Functional Long-Range RNA Structures via RIC-seq Analysis.
42200672	10.1128/jvi.00355-26	2026	Y	PMC13288635	An IRES-like cis-acting element located within the EV-A71 coding region drives translation independent of the 5'-IRES and modulate
42240343	10.1128/jvi.00303-26	2026	Y	PMC13288613	Lost in translation: interferon-stimulated genes targeting flavivirus protein synthesis.
42068464	10.1007/s12035-026-05870-4	2026	N		Regulation of HSP90AA1/NRF2 by BDNF Contributes to the Attenuation of Rotenone-Induced Oxidative Stress in Parkinson's Disease Mod
41174196	10.1007/978-1-0716-4670-0_3	2026	N	PMC12614253	Integrated Analysis of Cross-Link-Ligation Data for the Detection of RNA 2D/3D Structures and Interactions In Vivo.
41657277	10.1093/jxb/erag063	2026	N		Review: Specificity determinants of the plant splicing code.
41600889	10.3390/v18010128	2026	Y	PMC12846624	Making Sense from Structure: What the Immune System Sees in Viral RNA.
